marker,RMSE_mean,RMSE_std,Pearson_mean,Pearson_std,FID_mean(clean),FID_std,best_fold_idx
histone_h3_trimethylate,0.15248736821316988,0.00866881432621611,-0.09249497205018997,0.014402071014046669,215.52377931386053,30.631207556768732,3
