marker,RMSE_mean,RMSE_std,Pearson_mean,Pearson_std,FID_mean(clean),FID_std
cytokeratin_8_18,0.3897525641630423,0.04407743993605594,-0.17878564447164536,0.043521999929587295,318.36468143265085,14.386620940643885
