marker,RMSE_mean,RMSE_std,Pearson_mean,Pearson_std,FID_mean(clean),FID_std
cytokeratin_8_18,0.3791871557967733,0.008540041288585553,-0.030571559444069862,0.030133182182908058,300.7932257798175,15.730390940914894
