marker,RMSE_mean,RMSE_std,Pearson_mean,Pearson_std,FID_mean(clean),FID_std,best_fold_idx
histone_h3_phospho,0.17820125994506178,0.05332350870846469,-0.07032279670238495,0.021480968222022057,278.25342342812553,28.868045725811317,2
