,beta_2_microglobulin,c_erb_b_2_her2_3b5,c_erb_b_2_her2_d8f12,caveolin_1,cd11c,cd134,cd140b_pdgf_receptor_beta,cd15,cd16,cd163,cd20,cd278_icos,cd279_pd_1,cd3,cd31_v_wf,cd38,cd4,cd45,cd45ra,cd57,cd68,cd8a,cleaved_caspase3,cxcl12_sdf_1,cytokeratin_5,cytokeratin_8_18,dna1,dna2,estrogen_receptor_alpha,foxp3,fsp1,gitr_tnfrsf18,histone_h3,hla_abc,hla_dr,ki_67,pan_cytokeratin,podoplanin,sma
cd20,0.5309763146029732,0.42705363628915693,0.33925884088790076,0.7003372686233861,0.4071868452591179,0.3894068225531933,0.06659447629809165,0.5007564466252851,0.5366538865182029,0.8228786133216281,1.0,0.5771774712590497,0.4967228397472706,0.7007319583161752,0.4482922520871849,0.6978815335195268,0.7712402369648449,0.6051670931544029,0.6676760732498905,0.5409696543342719,0.6064743828973074,0.5799317168132619,0.46561655011745817,0.6144110402838678,0.6589317691340986,0.49170147780293,0.61840022539313,0.4652248090903768,0.6816729818256112,0.3568042648733665,0.23780884651254056,0.7079349013722264,0.3326444802745951,0.41061062971213413,0.5052977514086621,0.4013978473421824,0.5641655368941908,0.502294906965102,0.5004775460005335
cd278_icos,0.4503611366339171,0.3670582139128716,0.11491195985403625,0.5514953840496244,0.7133585763889908,0.2088177091108916,0.11280932147546198,0.6483071991853052,0.6065432090700478,0.6439517562330868,0.5771774712590497,1.0,0.3494023228413774,0.6028095270430103,0.3710245288832294,0.6618796677093476,0.5045234269992178,0.36442443214062403,0.7303291783716809,0.3637194133617588,0.546912150678256,0.6770642652701179,0.541022394696525,0.5734997659346764,0.5617834944601343,0.28477457061104444,0.5374913075792156,0.36829825969390334,0.5544889030382224,0.308714475845004,0.19725517579231755,0.6733572650718022,0.21239983451512698,0.24489554501560726,0.6576854664282722,0.2193753946911911,0.4365402610036623,0.3651687185164759,0.3643671129560116
cd279_pd_1,0.606527339015588,0.581609459655211,0.06771273978810241,0.7118065234194477,0.3023230151808938,0.42547945634035944,0.08652609002791824,0.3850456021340189,0.17312830597417053,0.5844084625986626,0.4967228397472706,0.3494023228413774,1.0,0.6632116974767273,0.5812745343820115,0.7041373076152948,0.5862306421145097,0.29303951277973894,0.575665476991927,0.8308526923924964,0.7045212814253898,0.4865630562272793,0.6053432699372204,0.6904422656947976,0.5981147957512604,0.6707302196821878,0.6336286454003542,0.46087044491829526,0.6481100940678299,0.34889812497823713,0.09834808195588593,0.6879734653648347,0.13237671505814655,0.4895508936404892,0.46066236021631457,0.5379382342035274,0.7549258928988278,0.6523365149156637,0.6523995156756642
cd3,0.7242368993988977,0.6272336846940217,0.08764670286133845,0.8702520923390249,0.5843852088934874,0.36578911298681677,-0.07347596684620965,0.6562323735566297,0.5136632119132327,0.7619364295242226,0.7007319583161752,0.6028095270430103,0.6632116974767273,1.0,0.6386910489356845,0.885594767149203,0.7920002579483172,0.5801042017707218,0.7857410317561109,0.6132186526119994,0.877896807847622,0.7009541870243966,0.8087463777709442,0.8972411816166516,0.8362780934574802,0.6769883431213652,0.8714805831861447,0.5583660148776965,0.7569395918483297,0.48810724608826833,0.2645603644311086,0.8450718536493305,0.42545833622256624,0.3930602193651463,0.6424288063543506,0.3878280398091446,0.7375873070249623,0.754594659450986,0.7538449312286652
cd31_v_wf,0.6113968326895314,0.7079520180170666,0.16330045111588717,0.6342394746868136,0.35548544416944206,0.19775043176676677,-0.03861214216188618,0.5642165032624409,0.365370570266554,0.46629040413681017,0.4482922520871849,0.3710245288832294,0.5812745343820115,0.6386910489356845,1.0,0.6190648019033038,0.48447326731878126,0.38418837946426937,0.5553837391754152,0.4606499662311851,0.6659080724698125,0.47731297203747947,0.6760456091460898,0.7095357631497455,0.6069998686884844,0.44891854388894126,0.6553445135309894,0.4450053288742156,0.5917263316986419,0.6367259909839152,0.28559439556937805,0.6168883030446831,0.3464027866569041,0.2819538482275013,0.49353286290927945,0.27207879074500135,0.5672303272905065,0.6299430290216429,0.6294848111652306
cd38,0.6861992556057461,0.6131407407132163,0.10728440893606328,0.8461549009610912,0.6027900131089766,0.3472860438872931,-0.006155627339716795,0.6689276020461582,0.4873049453139379,0.7798676732324622,0.6978815335195268,0.6618796677093476,0.7041373076152948,0.885594767149203,0.6190648019033038,1.0,0.759326356942097,0.5054002355216768,0.8482376418393609,0.6326739968977879,0.8460544785167828,0.7303597438088958,0.7803005996878849,0.8681953860213947,0.797617466121659,0.6938596014398838,0.8290930102059193,0.5393828166985336,0.7908546893343944,0.46582813486166114,0.213473460480358,0.8731486409797529,0.3231317251078825,0.370126336541166,0.694156961191424,0.3617626500305984,0.7481520166625982,0.7619410083465818,0.7613643644040192
cd4,0.6336849337506135,0.4971952735285993,0.20216815629222787,0.7666466952499452,0.36831391399233576,0.41655614664050183,-0.06127014494549853,0.4505150905459125,0.4300167097049998,0.8467449936960284,0.7712402369648449,0.5045234269992178,0.5862306421145097,0.7920002579483172,0.48447326731878126,0.759326356942097,1.0,0.6670999806838424,0.6901988449501073,0.5931505612083968,0.7111367927375083,0.5338292565532747,0.5481385558837777,0.6822943112387374,0.6938835024131412,0.6894428118572081,0.690235235800062,0.511622519487414,0.7197090913536791,0.3478913114628241,0.2723821916653087,0.6884289503115667,0.346198082132686,0.4116867248852343,0.4698162651636782,0.4129417297508324,0.6659968680615334,0.6006677649048009,0.5995175455498432
cd45,0.37808509693408887,0.2682634330751473,0.09204805390160914,0.5034418899796488,0.2538219951643081,0.09973949257658425,-0.22659365642518753,0.33044189890955106,0.5428772492640772,0.5940278252158024,0.6051670931544029,0.36442443214062403,0.29303951277973894,0.5801042017707218,0.38418837946426937,0.5054002355216768,0.6670999806838424,1.0,0.5030564777960378,0.34502130081346616,0.4806765845317432,0.41444557323469766,0.3401160635576503,0.48914663876381864,0.5545505852891667,0.28566523546504086,0.614629361410704,0.46355497730276557,0.536540710495386,0.23955088465065474,0.12333768820892711,0.46786983414894107,0.742426163343015,0.14450021404795885,0.3116296753956561,0.15395517057222036,0.41917075009920285,0.3264629981709283,0.32512845124989564
cd45ra,0.5524018470394048,0.5012288324608299,0.07719751858992888,0.7497302959759163,0.6824824504946296,0.25633883716970524,-0.008638116190973572,0.7165360873231768,0.6340311982016975,0.7455370056647345,0.6676760732498905,0.7303291783716809,0.575665476991927,0.7857410317561109,0.5553837391754152,0.8482376418393609,0.6901988449501073,0.5030564777960378,1.0,0.5319444118979141,0.7384335980559903,0.7953801959819875,0.6702959747177087,0.7504427942970647,0.7123595300905642,0.552527848559406,0.7610115074076536,0.46853278050246344,0.7186879660217819,0.4398495988705891,0.16233264149564955,0.8077449341833242,0.33392966701113713,0.26795406290474855,0.7632230066884967,0.25349018636705983,0.6226005877074322,0.6157911596724656,0.6148355762271139
cd57,0.5848655537291542,0.4885805189208147,0.13377416684761206,0.63856624606028,0.24852885254412016,0.482979108883257,0.07260030902256347,0.3249508121206702,0.11783523826926988,0.6087702907306476,0.5409696543342719,0.3637194133617588,0.8308526923924964,0.6132186526119994,0.4606499662311851,0.6326739968977879,0.5931505612083968,0.34502130081346616,0.5319444118979141,1.0,0.6115255671192129,0.4208833734989149,0.4674796034140515,0.5660281586787292,0.5475341273594645,0.6670381066497626,0.510023719378601,0.39540153185580806,0.6321479117843125,0.3513597813864039,0.09962097059886621,0.6105958264513653,0.09597435811533035,0.5647288039630547,0.40195447391998074,0.5786437731941475,0.7028632922463937,0.5453276384130353,0.5447597445760283
cd68,0.7307154296065096,0.6434000920439186,0.06946132252571437,0.8374060899416158,0.5550407110647422,0.28853438309028917,-0.016217721325080026,0.607970219435267,0.4677736549065048,0.7082467647233861,0.6064743828973074,0.546912150678256,0.7045212814253898,0.877896807847622,0.6659080724698125,0.8460544785167828,0.7111367927375083,0.4806765845317432,0.7384335980559903,0.6115255671192129,1.0,0.7046818518555588,0.8638877210427992,0.917787076729376,0.8837117204607374,0.6253179150080672,0.8358558589118597,0.5617571003061158,0.7610543709384302,0.4185073242878418,0.18104288432726043,0.8314690594169925,0.3024685785807125,0.35317201215209865,0.6640186250192008,0.3370345640556571,0.7298202099030459,0.7618202568899141,0.7613121034996048
cd8a,0.4173336594445733,0.38646398225814216,0.07733092773353747,0.6377704659125554,0.7126432972123782,0.09952256187748018,0.04977214665200884,0.7227447546862958,0.6671270700517269,0.6301088734880372,0.5799317168132619,0.6770642652701179,0.4865630562272793,0.7009541870243966,0.47731297203747947,0.7303597438088958,0.5338292565532747,0.41444557323469766,0.7953801959819875,0.4208833734989149,0.7046818518555588,1.0,0.6934197707915843,0.7276149915198892,0.6804380422705613,0.3365004240504922,0.6961429954236349,0.4125289884704174,0.5900218111364032,0.31886651612090083,0.08810552004004911,0.7996999432981173,0.29573574393547264,0.14229959846005333,0.9135646353816032,0.1407929980936157,0.4919188879598727,0.5046728260617459,0.5036669474891182
cleaved_caspase3,0.7182150527826144,0.6836058681564061,0.010948935163096274,0.7453760516682946,0.640058702420477,0.17944156706479447,-0.022424231127925166,0.6285917729949327,0.46100208006790083,0.5752289306298224,0.46561655011745817,0.541022394696525,0.6053432699372204,0.8087463777709442,0.6760456091460898,0.7803005996878849,0.5481385558837777,0.3401160635576503,0.6702959747177087,0.4674796034140515,0.8638877210427992,0.6934197707915843,1.0,0.9434015603835495,0.7604320586367348,0.5022913589770959,0.7960320668594367,0.49936395722444976,0.642924038355908,0.40910784103551384,0.16936197286831997,0.7705736467317487,0.3037203231330077,0.27084622450625284,0.6728383718259067,0.24578081596891865,0.6412198294412644,0.7255016372586207,0.7252853778004907
cxcl12_sdf_1,0.7399741440374054,0.7013794901001845,0.04368418279977367,0.8337691385335291,0.6126410737266513,0.2461706391646454,-0.04226501157021663,0.6478995401579801,0.5162986478150238,0.6827136930102179,0.6144110402838678,0.5734997659346764,0.6904422656947976,0.8972411816166516,0.7095357631497455,0.8681953860213947,0.6822943112387374,0.48914663876381864,0.7504427942970647,0.5660281586787292,0.917787076729376,0.7276149915198892,0.9434015603835495,1.0,0.8554443246665535,0.591378173389095,0.8841288487803761,0.5813631142177049,0.7486838312972457,0.4632007298786678,0.20350009016803977,0.8610518717644462,0.41916307877378417,0.3286499971562157,0.6819420295917782,0.3178484113733872,0.7333552525475243,0.7789738919025144,0.7784833106419923
cytokeratin_5,0.6302655123639291,0.544763819967657,0.09128387002545262,0.7893967059927974,0.5665406751353704,0.2702515050031725,-0.048460302059637,0.6238788223053136,0.5656707947786802,0.6954361067591989,0.6589317691340986,0.5617834944601343,0.5981147957512604,0.8362780934574802,0.6069998686884844,0.797617466121659,0.6938835024131412,0.5545505852891667,0.7123595300905642,0.5475341273594645,0.8837117204607374,0.6804380422705613,0.7604320586367348,0.8554443246665535,1.0,0.5321178797439431,0.8268222499362171,0.4791284391435852,0.7074359056266355,0.42446386874649883,0.27451443656542057,0.8087843028859826,0.41097628823279214,0.31565314174038284,0.6400162704017551,0.28777921302149956,0.5973530091642972,0.6944649888798744,0.6935390838747362
cytokeratin_8_18,0.6978870952304553,0.5753658398156533,0.0911819372889524,0.722175350557097,0.22696581159955945,0.569164052672519,-0.026226691381919152,0.2964169096868643,0.017431828437039963,0.6281503841086576,0.49170147780293,0.28477457061104444,0.6707302196821878,0.6769883431213652,0.44891854388894126,0.6938596014398838,0.6894428118572081,0.28566523546504086,0.552527848559406,0.6670381066497626,0.6253179150080672,0.3365004240504922,0.5022913589770959,0.591378173389095,0.5321178797439431,1.0,0.5085888938506116,0.3897057165698172,0.6507435641924825,0.3909537932696466,0.19182148010672492,0.5448567868425741,0.025883087921839742,0.5575467652687693,0.3394029898870955,0.5298707807185791,0.7278583882916875,0.6765991432208287,0.6765009502554701
dna1,0.6104966745703294,0.5779146616588894,-0.008460261305720716,0.7850640133150236,0.54916147918257,0.18136409710627416,-0.15619138590464673,0.6384751011251497,0.5624549511902931,0.6565815627005295,0.61840022539313,0.5374913075792156,0.6336286454003542,0.8714805831861447,0.6553445135309894,0.8290930102059193,0.690235235800062,0.614629361410704,0.7610115074076536,0.510023719378601,0.8358558589118597,0.6961429954236349,0.7960320668594367,0.8841288487803761,0.8268222499362171,0.5085888938506116,1.0,0.6281571444641828,0.7078220369970045,0.4502428543851184,0.21100763278899487,0.8082875605922335,0.5892644835073396,0.2275588290273125,0.6458063231259357,0.2485592261981996,0.6541079917650718,0.7227063980592026,0.7220150438287394
dna2,0.5108357291741644,0.5461833268177011,0.05778678785602816,0.5232265259090326,0.27471854176734034,0.19105904625167952,-0.08478707247418764,0.37506508789990456,0.2940484359096421,0.5703712795644941,0.4652248090903768,0.36829825969390334,0.46087044491829526,0.5583660148776965,0.4450053288742156,0.5393828166985336,0.511622519487414,0.46355497730276557,0.46853278050246344,0.39540153185580806,0.5617571003061158,0.4125289884704174,0.49936395722444976,0.5813631142177049,0.4791284391435852,0.3897057165698172,0.6281571444641828,1.0,0.5192914955626476,0.29299485128206726,0.11923189895330158,0.5431563656448561,0.4509385477090216,0.25173031239734733,0.33612992300566363,0.3006791700081382,0.5452545210926388,0.40864883207366776,0.4078041232535074
estrogen_receptor_alpha,0.7685548895020489,0.6765746429252729,0.18356051743809135,0.7694293966268823,0.4341192386473224,0.35925688350127444,0.00555261321602758,0.5378694559765708,0.3976438602756775,0.7699790710660199,0.6816729818256112,0.5544889030382224,0.6481100940678299,0.7569395918483297,0.5917263316986419,0.7908546893343944,0.7197090913536791,0.536540710495386,0.7186879660217819,0.6321479117843125,0.7610543709384302,0.5900218111364032,0.642924038355908,0.7486838312972457,0.7074359056266355,0.6507435641924825,0.7078220369970045,0.5192914955626476,1.0,0.46245800174079155,0.29417506072483357,0.741342468763172,0.30504786996959576,0.42288268871325685,0.581771828052275,0.3870372460229422,0.7001671569822276,0.6532872318639529,0.6522816409660285
foxp3,0.46173466767248933,0.61706471955642,0.17506778485024704,0.4596084399682527,0.32355053152995655,0.25520427211317986,-0.0696396568688059,0.5183872620518171,0.2644122838776368,0.32693993885594047,0.3568042648733665,0.308714475845004,0.34889812497823713,0.48810724608826833,0.6367259909839152,0.46582813486166114,0.3478913114628241,0.23955088465065474,0.4398495988705891,0.3513597813864039,0.4185073242878418,0.31886651612090083,0.40910784103551384,0.4632007298786678,0.42446386874649883,0.3909537932696466,0.4502428543851184,0.29299485128206726,0.46245800174079155,1.0,0.5279212092549986,0.45461059543089866,0.26940821058363623,0.28505330342555246,0.35907727859491045,0.25561957849303163,0.3966288480312233,0.48257183342220283,0.4817390870751172
fsp1,0.2645127302948372,0.37376429481071394,0.18369917664503332,0.22995897099477852,0.2047439476388889,0.2021759714549981,-0.02220921826017576,0.3294886887805008,0.19689838724167485,0.20810377241622718,0.23780884651254056,0.19725517579231755,0.09834808195588593,0.2645603644311086,0.28559439556937805,0.213473460480358,0.2723821916653087,0.12333768820892711,0.16233264149564955,0.09962097059886621,0.18104288432726043,0.08810552004004911,0.16936197286831997,0.20350009016803977,0.27451443656542057,0.19182148010672492,0.21100763278899487,0.11923189895330158,0.29417506072483357,0.5279212092549986,1.0,0.2134028842865065,0.14877359779108978,0.15922549099928782,0.10017030941751685,0.12361848269214137,0.12353198849804618,0.2149594201868411,0.21409771458630011
gitr_tnfrsf18,0.6229103414441018,0.5925959483535208,0.10452776609265775,0.7963775641779788,0.6313894574293281,0.3210192098978317,0.0577956817989354,0.7147607268652753,0.5593341361455294,0.7461928080964607,0.7079349013722264,0.6733572650718022,0.6879734653648347,0.8450718536493305,0.6168883030446831,0.8731486409797529,0.6884289503115667,0.46786983414894107,0.8077449341833242,0.6105958264513653,0.8314690594169925,0.7996999432981173,0.7705736467317487,0.8610518717644462,0.8087843028859826,0.5448567868425741,0.8082875605922335,0.5431563656448561,0.741342468763172,0.45461059543089866,0.2134028842865065,1.0,0.3289760045136161,0.3675047329980205,0.7657173381483686,0.36579875008937396,0.6883862066452496,0.666076050523589,0.6649854038050853
histone_h3,0.19992199220964918,0.21640126977216703,-0.08694295464574568,0.2900913505026786,0.21953884186839207,-0.13769454975702575,-0.30676034953195624,0.29030065782214787,0.5209343338739421,0.28940891418801445,0.3326444802745951,0.21239983451512698,0.13237671505814655,0.42545833622256624,0.3464027866569041,0.3231317251078825,0.346198082132686,0.742426163343015,0.33392966701113713,0.09597435811533035,0.3024685785807125,0.29573574393547264,0.3037203231330077,0.41916307877378417,0.41097628823279214,0.025883087921839742,0.5892644835073396,0.4509385477090216,0.30504786996959576,0.26940821058363623,0.14877359779108978,0.3289760045136161,1.0,-0.05869466524643264,0.20858020967050878,-0.03718153586287697,0.24116572262417105,0.20028726716403625,0.19908250947993028
hla_abc,0.5296144625580287,0.41594761875166797,0.20138328381033296,0.46960782086831854,0.14628708149398822,0.6856665300012053,0.11936420534388124,0.20722041929427043,-0.05861428413978042,0.45815323748211995,0.41061062971213413,0.24489554501560726,0.4895508936404892,0.3930602193651463,0.2819538482275013,0.370126336541166,0.4116867248852343,0.14450021404795885,0.26795406290474855,0.5647288039630547,0.35317201215209865,0.14229959846005333,0.27084622450625284,0.3286499971562157,0.31565314174038284,0.5575467652687693,0.2275588290273125,0.25173031239734733,0.42288268871325685,0.28505330342555246,0.15922549099928782,0.3675047329980205,-0.05869466524643264,1.0,0.1690742022735531,0.9293142020865646,0.6361842036262235,0.32450218342103115,0.32388842944175583
hla_dr,0.4280105861893488,0.4028144534723026,0.04018358920100329,0.605737072633008,0.6939229857661553,0.10498874083164239,0.05459415002703243,0.7154434988004265,0.5864750936935532,0.5662650108510299,0.5052977514086621,0.6576854664282722,0.46066236021631457,0.6424288063543506,0.49353286290927945,0.694156961191424,0.4698162651636782,0.3116296753956561,0.7632230066884967,0.40195447391998074,0.6640186250192008,0.9135646353816032,0.6728383718259067,0.6819420295917782,0.6400162704017551,0.3394029898870955,0.6458063231259357,0.33612992300566363,0.581771828052275,0.35907727859491045,0.10017030941751685,0.7657173381483686,0.20858020967050878,0.1690742022735531,1.0,0.13324331112864196,0.43815639351334296,0.5012142329696426,0.5003689488000759
ki_67,0.4987692137484775,0.4111015465931434,0.21710338783110833,0.4707544442894863,0.12089648067757941,0.7232902818151291,0.14936496108929945,0.20358229321447893,-0.055316381342305744,0.45437503779476246,0.4013978473421824,0.2193753946911911,0.5379382342035274,0.3878280398091446,0.27207879074500135,0.3617626500305984,0.4129417297508324,0.15395517057222036,0.25349018636705983,0.5786437731941475,0.3370345640556571,0.1407929980936157,0.24578081596891865,0.3178484113733872,0.28777921302149956,0.5298707807185791,0.2485592261981996,0.3006791700081382,0.3870372460229422,0.25561957849303163,0.12361848269214137,0.36579875008937396,-0.03718153586287697,0.9293142020865646,0.13324331112864196,1.0,0.6706634791510456,0.297924924453926,0.29752126889955377
pan_cytokeratin,0.6981647013190424,0.6393522212952039,0.13536994637204142,0.7480405906608925,0.3293828244897235,0.485983080052738,0.0780246313074102,0.4503461535764588,0.22839272607321093,0.6756512790466795,0.5641655368941908,0.4365402610036623,0.7549258928988278,0.7375873070249623,0.5672303272905065,0.7481520166625982,0.6659968680615334,0.41917075009920285,0.6226005877074322,0.7028632922463937,0.7298202099030459,0.4919188879598727,0.6412198294412644,0.7333552525475243,0.5973530091642972,0.7278583882916875,0.6541079917650718,0.5452545210926388,0.7001671569822276,0.3966288480312233,0.12353198849804618,0.6883862066452496,0.24116572262417105,0.6361842036262235,0.43815639351334296,0.6706634791510456,1.0,0.6287287061536556,0.6288667420654073
podoplanin,0.6715020029650871,0.6245310288032498,0.10908227993949002,0.750133448099558,0.39704401057372346,0.3054309807555812,-0.07887454224512007,0.4538886997361124,0.2658169035617904,0.5514919559260779,0.502294906965102,0.3651687185164759,0.6523365149156637,0.754594659450986,0.6299430290216429,0.7619410083465818,0.6006677649048009,0.3264629981709283,0.6157911596724656,0.5453276384130353,0.7618202568899141,0.5046728260617459,0.7255016372586207,0.7789738919025144,0.6944649888798744,0.6765991432208287,0.7227063980592026,0.40864883207366776,0.6532872318639529,0.48257183342220283,0.2149594201868411,0.666076050523589,0.20028726716403625,0.32450218342103115,0.5012142329696426,0.297924924453926,0.6287287061536556,1.0,0.9999756914875797
